"seqnames","start","end","width","strand","coverage1","numCs1","numTs1","coverage2","numCs2","numTs2","coverage3","numCs3","numTs3","coverage4","numCs4","numTs4","coverage5","numCs5","numTs5","coverage6","numCs6","numTs6","coverage7","numCs7","numTs7","coverage8","numCs8","numTs8","coverage9","numCs9","numTs9","coverage10","numCs10","numTs10","coverage11","numCs11","numTs11","coverage12","numCs12","numTs12","coverage13","numCs13","numTs13","coverage14","numCs14","numTs14","coverage15","numCs15","numTs15","coverage16","numCs16","numTs16","coverage17","numCs17","numTs17","coverage18","numCs18","numTs18","coverage19","numCs19","numTs19","coverage20","numCs20","numTs20","coverage21","numCs21","numTs21","coverage22","numCs22","numTs22","coverage23","numCs23","numTs23","coverage24","numCs24","numTs24","coverage25","numCs25","numTs25","coverage26","numCs26","numTs26","coverage27","numCs27","numTs27","coverage28","numCs28","numTs28","coverage29","numCs29","numTs29","coverage30","numCs30","numTs30","coverage31","numCs31","numTs31","coverage32","numCs32","numTs32","coverage33","numCs33","numTs33","coverage34","numCs34","numTs34","coverage35","numCs35","numTs35","coverage36","numCs36","numTs36","coverage37","numCs37","numTs37","coverage38","numCs38","numTs38","coverage39","numCs39","numTs39","coverage40","numCs40","numTs40","coord_key"
"chr2",10252442,10252442,1,"*",17,8,9,29,18,11,NA,NA,NA,16,12,4,18,11,7,29,18,11,31,18,13,33,21,12,43,23,20,31,20,11,24,12,12,20,15,5,21,11,10,33,21,12,22,14,8,33,22,11,28,19,9,39,16,23,37,26,11,31,16,15,20,16,4,16,12,4,28,19,9,22,14,8,20,17,3,16,11,5,35,24,11,24,19,5,30,25,5,34,31,3,24,15,9,32,23,9,54,40,14,37,32,5,25,17,8,21,18,3,35,24,11,39,27,12,19,13,6,38,32,6,"chr2_10252442"
"chr2",24800572,24800572,1,"*",16,16,0,15,14,1,14,13,1,19,16,3,26,26,0,20,20,0,21,21,0,31,30,1,29,25,4,24,23,1,28,26,2,15,12,3,16,16,0,22,22,0,23,23,0,30,28,2,30,28,2,22,22,0,29,29,0,30,30,0,24,23,1,11,11,0,24,6,18,36,36,0,28,14,14,22,12,10,18,11,7,16,16,0,37,35,2,24,22,2,37,36,1,15,7,8,29,9,20,42,40,2,20,10,10,32,19,13,31,0,31,25,24,1,33,16,17,33,15,18,"chr2_24800572"
"chr2",28506613,28506613,1,"*",25,18,7,24,15,9,27,17,10,24,16,8,41,29,12,25,19,6,30,21,9,43,33,10,35,16,19,31,22,9,35,23,12,28,26,2,27,22,5,22,18,4,22,21,1,29,20,9,45,29,16,52,28,24,39,27,12,36,27,9,28,18,10,17,15,2,36,31,5,30,25,5,36,27,9,31,25,6,30,22,8,23,15,8,23,19,4,37,33,4,40,33,7,34,29,5,33,26,7,45,39,6,43,34,9,33,27,6,41,35,6,55,47,8,38,31,7,32,25,7,"chr2_28506613"
"chr2",32009617,32009617,1,"*",16,0,16,NA,NA,NA,NA,NA,NA,16,0,16,16,0,16,11,0,11,17,0,17,NA,NA,NA,13,0,13,NA,NA,NA,NA,NA,NA,16,0,16,10,0,10,NA,NA,NA,11,0,11,10,0,10,18,0,18,31,0,31,16,0,16,13,0,13,18,0,18,NA,NA,NA,NA,NA,NA,10,0,10,22,1,21,12,0,12,NA,NA,NA,13,0,13,15,3,12,12,3,9,12,1,11,12,0,12,28,0,28,10,0,10,19,0,19,23,3,20,11,0,11,21,1,20,28,4,24,45,17,28,"chr2_32009617"
"chr2",45008690,45008690,1,"*",25,5,20,18,4,14,NA,NA,NA,13,3,10,14,1,13,10,0,10,16,2,14,20,4,16,24,4,20,12,1,11,11,3,8,23,2,21,15,1,14,26,2,24,11,0,11,NA,NA,NA,28,4,24,39,6,33,20,1,19,14,3,11,21,1,20,19,7,12,23,4,19,11,3,8,22,3,19,17,6,11,12,0,12,17,5,12,17,5,12,23,7,16,15,4,11,20,3,17,43,12,31,18,5,13,20,4,16,22,9,13,23,8,15,27,5,22,21,5,16,59,35,24,"chr2_45008690"
"chr2",46648817,46648817,1,"*",29,17,12,22,11,11,15,11,4,26,14,12,33,21,12,26,13,13,29,19,10,49,35,14,32,17,15,38,23,15,34,15,19,33,21,12,31,14,17,26,13,13,34,20,14,42,18,24,51,29,22,39,18,21,44,26,18,28,17,11,25,16,9,19,16,3,45,31,14,26,20,6,26,20,6,29,18,11,48,38,10,28,19,9,30,20,10,32,25,7,42,25,17,38,21,17,40,27,13,54,41,13,33,28,5,35,25,10,31,20,11,41,30,11,29,15,14,51,33,18,"chr2_46648817"
"chr2",47483430,47483430,1,"*",31,15,16,23,15,8,20,11,9,29,22,7,32,21,11,21,13,8,20,13,7,32,21,11,39,28,11,37,25,12,40,25,15,20,12,8,26,20,6,32,22,10,18,11,7,47,27,20,41,28,13,52,29,23,36,21,15,43,26,17,25,20,5,26,23,3,47,33,14,29,23,6,33,23,10,26,20,6,24,19,5,28,25,3,38,25,13,29,26,3,37,27,10,28,18,10,33,30,3,36,26,10,29,22,7,30,22,8,20,16,4,28,19,9,25,19,6,37,28,9,"chr2_47483430"
"chr2",47483445,47483445,1,"*",34,14,20,23,13,10,19,12,7,28,22,6,31,22,9,22,14,8,21,15,6,30,19,11,40,28,12,32,26,6,38,22,16,16,9,7,24,16,8,35,24,11,16,9,7,48,25,23,39,22,17,53,31,22,37,19,18,38,22,16,24,16,8,25,21,4,45,30,15,29,21,8,31,23,8,25,19,6,25,16,9,32,24,8,36,26,10,33,29,4,37,27,10,28,21,7,35,29,6,34,28,6,27,22,5,28,19,9,22,16,6,28,18,10,24,19,5,41,31,10,"chr2_47483445"
"chr2",47483506,47483506,1,"*",39,16,23,25,9,16,19,12,7,33,21,12,27,19,8,21,11,10,21,16,5,30,16,14,39,23,16,36,24,12,35,22,13,23,16,7,31,21,10,31,24,7,21,15,6,42,25,17,39,22,17,48,31,17,37,24,13,40,22,18,26,22,4,28,24,4,46,33,13,25,21,4,30,24,6,26,22,4,26,18,8,31,24,7,41,32,9,35,30,5,36,29,7,31,24,7,37,25,12,29,22,7,28,21,7,34,26,8,31,20,11,32,23,9,30,23,7,43,36,7,"chr2_47483506"
"chr2",61161530,61161530,1,"*",26,11,15,33,18,15,33,18,15,28,15,13,23,11,12,37,23,14,33,19,14,31,18,13,47,30,17,37,24,13,40,25,15,35,28,7,35,24,11,29,16,13,33,20,13,36,22,14,39,31,8,50,31,19,18,11,7,40,26,14,31,18,13,25,20,5,47,36,11,57,43,14,35,27,8,31,17,14,29,16,13,50,36,14,51,37,14,31,20,11,47,39,8,36,22,14,48,38,10,53,44,9,38,31,7,49,41,8,26,20,6,52,39,13,29,21,8,47,31,16,"chr2_61161530"
"chr2",65129636,65129636,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,14,NA,NA,NA,16,0,16,10,0,10,10,0,10,NA,NA,NA,NA,NA,NA,15,0,15,14,0,14,11,0,11,11,0,11,13,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,11,NA,NA,NA,NA,NA,NA,17,0,17,12,1,11,NA,NA,NA,12,2,10,31,10,21,"chr2_65129636"
"chr2",76825414,76825414,1,"*",38,26,12,50,30,20,41,27,14,37,22,15,36,29,7,51,30,21,37,28,9,48,40,8,45,32,13,30,27,3,37,23,14,34,24,10,43,29,14,36,23,13,39,25,14,56,37,19,47,31,16,48,31,17,54,33,21,44,29,15,32,20,12,27,23,4,42,32,10,53,35,18,43,36,7,45,39,6,34,27,7,47,39,8,41,30,11,39,37,2,52,38,14,46,40,6,32,25,7,44,34,10,37,33,4,42,34,8,55,44,11,39,34,5,32,27,5,48,37,11,"chr2_76825414"
"chr2",85453728,85453728,1,"*",28,22,6,24,21,3,28,21,7,34,26,8,18,13,5,26,16,10,33,24,9,35,30,5,33,27,6,29,22,7,38,25,13,26,21,5,33,26,7,19,17,2,32,29,3,51,44,7,37,26,11,43,32,11,39,30,9,30,25,5,22,20,2,21,17,4,28,26,2,40,30,10,36,33,3,26,25,1,31,26,5,31,25,6,35,31,4,38,35,3,38,34,4,33,30,3,41,40,1,46,43,3,29,24,5,30,27,3,31,27,4,35,33,2,34,29,5,49,46,3,"chr2_85453728"
"chr2",85872048,85872048,1,"*",11,4,7,19,5,14,19,10,9,14,10,4,21,15,6,27,14,13,18,8,10,18,10,8,25,16,9,18,13,5,20,10,10,19,9,10,10,8,2,21,9,12,18,10,8,28,13,15,18,11,7,37,19,18,36,18,18,10,7,3,15,8,7,12,9,3,28,19,9,21,13,8,28,18,10,20,13,7,24,18,6,16,10,6,22,14,8,32,26,6,24,15,9,19,12,7,41,29,12,26,15,11,25,23,2,29,21,8,29,21,8,20,15,5,27,22,5,38,24,14,"chr2_85872048"
"chr2",100799302,100799302,1,"*",37,22,15,28,22,6,11,7,4,24,16,8,30,17,13,27,13,14,24,18,6,34,27,7,35,26,9,30,22,8,20,15,5,16,11,5,26,19,7,23,19,4,17,13,4,30,19,11,47,37,10,39,34,5,43,26,17,24,17,7,28,22,6,33,28,5,22,21,1,29,22,7,23,19,4,28,23,5,29,24,5,24,16,8,32,27,5,36,33,3,45,36,9,35,29,6,27,22,5,28,25,3,41,33,8,29,27,2,41,37,4,30,24,6,29,25,4,36,28,8,"chr2_100799302"
"chr2",102187900,102187900,1,"*",16,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,12,11,0,11,NA,NA,NA,11,0,11,13,0,13,NA,NA,NA,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,17,20,0,20,NA,NA,NA,12,0,12,12,0,12,NA,NA,NA,16,1,15,17,1,16,14,4,10,19,1,18,18,1,17,11,2,9,15,1,14,12,3,9,NA,NA,NA,13,0,13,22,3,19,11,0,11,10,0,10,13,1,12,18,2,16,11,0,11,11,2,9,46,12,34,"chr2_102187900"
"chr2",117675130,117675130,1,"*",35,18,17,28,21,7,21,12,9,29,15,14,28,18,10,43,28,15,26,18,8,47,34,13,47,32,15,44,23,21,44,28,16,30,16,14,44,26,18,33,19,14,29,23,6,34,26,8,57,31,26,28,16,12,46,31,15,37,19,18,20,13,7,24,18,6,23,18,5,28,25,3,37,29,8,40,29,11,33,24,9,46,30,16,45,35,10,31,24,7,40,27,13,38,27,11,40,27,13,27,23,4,43,37,6,36,27,9,45,31,14,29,20,9,36,29,7,43,37,6,"chr2_117675130"
"chr2",117675146,117675146,1,"*",33,19,14,29,22,7,21,13,8,30,17,13,29,16,13,43,29,14,25,16,9,48,33,15,51,36,15,44,22,22,42,28,14,28,13,15,42,27,15,32,21,11,30,23,7,31,23,8,59,39,20,26,16,10,48,32,16,35,21,14,20,13,7,22,17,5,25,19,6,27,22,5,42,33,9,39,26,13,29,23,6,48,36,12,43,34,9,30,22,8,39,28,11,43,29,14,39,29,10,29,25,4,44,35,9,38,29,9,41,34,7,30,22,8,37,24,13,41,35,6,"chr2_117675146"
"chr2",121337533,121337533,1,"*",24,9,15,21,8,13,16,10,6,23,11,12,21,11,10,13,4,9,19,9,10,15,8,7,23,11,12,28,14,14,22,13,9,17,7,10,13,5,8,27,12,15,19,11,8,26,16,10,30,17,13,37,16,21,24,10,14,23,12,11,21,13,8,16,14,2,21,12,9,16,11,5,28,18,10,24,16,8,14,10,4,18,10,8,21,14,7,35,31,4,19,8,11,37,28,9,32,17,15,30,20,10,24,17,7,30,24,6,28,19,9,23,16,7,33,20,13,22,12,10,"chr2_121337533"
"chr2",127064919,127064919,1,"*",20,7,13,20,7,13,NA,NA,NA,13,3,10,17,7,10,NA,NA,NA,24,8,16,13,5,8,17,9,8,13,5,8,15,6,9,17,6,11,15,5,10,19,3,16,10,6,4,13,4,9,18,5,13,43,11,32,17,5,12,17,2,15,15,3,12,18,8,10,15,7,8,14,6,8,25,13,12,20,8,12,14,6,8,15,7,8,17,10,7,26,15,11,15,6,9,13,8,5,50,29,21,17,5,12,20,10,10,17,6,11,17,9,8,21,10,11,29,12,17,55,38,17,"chr2_127064919"
"chr2",127754299,127754299,1,"*",32,23,9,23,17,6,36,27,9,26,20,6,33,22,11,34,21,13,32,28,4,42,33,9,37,25,12,38,33,5,30,18,12,41,35,6,37,30,7,35,27,8,22,18,4,52,43,9,49,30,19,41,29,12,34,24,10,33,20,13,26,19,7,26,23,3,42,36,6,32,25,7,36,29,7,30,26,4,38,32,6,23,20,3,28,24,4,39,36,3,42,37,5,46,36,10,43,36,7,31,26,5,34,30,4,47,45,2,27,24,3,35,28,7,51,42,9,49,40,9,"chr2_127754299"
"chr2",191259971,191259971,1,"*",24,10,14,23,8,15,22,11,11,28,20,8,24,17,7,25,15,10,26,15,11,21,10,11,36,20,16,31,19,12,28,13,15,27,16,11,33,18,15,32,16,16,17,9,8,27,16,11,32,17,15,46,25,21,48,25,23,29,17,12,22,16,6,18,13,5,35,27,8,27,14,13,31,23,8,26,15,11,27,16,11,19,12,7,33,27,6,32,30,2,44,32,12,22,12,10,37,26,11,43,29,14,22,12,10,36,30,6,33,20,13,42,32,10,24,17,7,46,33,13,"chr2_191259971"
"chr2",194004075,194004075,1,"*",49,31,18,50,40,10,28,18,10,32,26,6,40,28,12,57,44,13,28,21,7,58,40,18,57,35,22,68,51,17,43,26,17,47,36,11,61,52,9,42,31,11,43,33,10,52,36,16,49,33,16,59,37,22,50,34,16,36,27,9,34,24,10,30,26,4,50,38,12,47,37,10,44,40,4,38,27,11,43,36,7,44,34,10,40,33,7,41,37,4,63,48,15,49,41,8,47,43,4,56,49,7,48,42,6,54,43,11,48,40,8,44,31,13,37,31,6,45,36,9,"chr2_194004075"
"chr2",197388339,197388339,1,"*",38,22,16,39,21,18,32,15,17,34,23,11,36,20,16,58,31,27,41,23,18,49,25,24,59,42,17,46,20,26,39,20,19,42,23,19,36,19,17,43,23,20,41,26,15,42,22,20,48,29,19,49,30,19,61,29,32,32,20,12,39,24,15,27,14,13,42,29,13,47,25,22,36,28,8,50,37,13,51,33,18,51,29,22,41,36,5,39,27,12,61,39,22,45,32,13,55,35,20,46,31,15,50,34,16,35,26,9,37,27,10,49,34,15,39,27,12,47,32,15,"chr2_197388339"
"chr2",199792832,199792832,1,"*",37,27,10,38,30,8,22,17,5,33,24,9,26,19,7,31,22,9,37,31,6,37,35,2,52,38,14,46,36,10,35,28,7,23,19,4,41,31,10,36,30,6,45,41,4,41,33,8,54,43,11,56,47,9,50,41,9,47,37,10,26,22,4,25,23,2,35,33,2,38,32,6,32,28,4,42,39,3,45,38,7,41,36,5,42,38,4,42,40,2,51,45,6,39,34,5,43,40,3,39,39,0,44,36,8,46,45,1,58,51,7,54,51,3,36,36,0,42,34,8,"chr2_199792832"
"chr2",203655015,203655015,1,"*",30,19,11,29,24,5,22,15,7,21,18,3,14,9,5,36,27,9,12,10,2,24,16,8,43,32,11,36,25,11,31,19,12,30,28,2,20,16,4,34,27,7,30,26,4,37,27,10,49,38,11,33,24,9,46,31,15,38,31,7,15,14,1,14,14,0,30,26,4,30,26,4,26,23,3,38,34,4,30,22,8,31,27,4,33,27,6,35,33,2,31,26,5,28,27,1,34,30,4,40,35,5,28,25,3,23,17,6,26,21,5,38,34,4,28,26,2,48,42,6,"chr2_203655015"
"chr2",218219592,218219592,1,"*",13,8,5,20,13,7,10,8,2,16,12,4,11,9,2,12,8,4,21,16,5,16,11,5,22,15,7,14,8,6,24,17,7,19,14,5,21,14,7,19,12,7,14,12,2,39,31,8,28,22,6,35,25,10,28,22,6,21,17,4,20,16,4,25,22,3,25,21,4,19,17,2,18,16,2,17,15,2,22,18,4,22,17,5,15,12,3,20,18,2,21,18,3,23,20,3,34,30,4,30,28,2,24,18,6,30,27,3,18,17,1,23,19,4,26,23,3,43,38,5,"chr2_218219592"
"chr2",219358277,219358277,1,"*",19,3,16,20,2,18,NA,NA,NA,18,1,17,16,1,15,20,1,19,23,2,21,16,0,16,17,1,16,11,0,11,14,1,13,21,2,19,19,1,18,15,2,13,NA,NA,NA,21,0,21,21,1,20,31,3,28,14,1,13,22,1,21,18,3,15,NA,NA,NA,13,0,13,19,2,17,25,5,20,11,1,10,15,1,14,12,2,10,14,2,12,15,3,12,19,4,15,10,3,7,28,5,23,18,4,14,19,3,16,16,2,14,15,3,12,20,4,16,25,4,21,51,23,28,"chr2_219358277"
"chr2",221421189,221421189,1,"*",12,11,1,10,5,5,NA,NA,NA,14,6,8,12,6,6,NA,NA,NA,14,8,6,10,4,6,12,7,5,10,4,6,16,11,5,NA,NA,NA,11,7,4,11,8,3,21,16,5,12,8,4,15,10,5,20,11,9,NA,NA,NA,20,13,7,12,9,3,10,9,1,16,13,3,NA,NA,NA,18,14,4,11,10,1,NA,NA,NA,10,6,4,12,9,3,NA,NA,NA,17,14,3,15,13,2,23,21,2,NA,NA,NA,13,11,2,16,14,2,21,15,6,12,11,1,22,18,4,38,32,6,"chr2_221421189"
"chr2",224032708,224032708,1,"*",32,20,12,35,19,16,34,22,12,34,19,15,29,15,14,44,30,14,26,19,7,42,28,14,42,26,16,19,11,8,38,28,10,28,18,10,37,26,11,34,24,10,18,17,1,51,37,14,63,50,13,47,30,17,49,34,15,50,32,18,35,25,10,13,11,2,36,29,7,34,26,8,44,33,11,41,34,7,42,32,10,21,19,2,42,32,10,40,34,6,57,41,16,30,21,9,44,38,6,58,47,11,45,42,3,37,25,12,44,34,10,19,16,3,56,42,14,37,32,5,"chr2_224032708"
"chr20",33531333,33531333,1,"*",20,10,10,20,14,6,15,11,4,14,8,6,26,15,11,31,15,16,35,22,13,37,25,12,37,20,17,28,21,7,29,18,11,27,18,9,24,16,8,32,20,12,18,15,3,41,28,13,37,22,15,36,26,10,47,26,21,30,19,11,27,21,6,28,20,8,24,14,10,25,20,5,35,32,3,25,17,8,34,27,7,28,18,10,34,24,10,33,26,7,42,34,8,34,26,8,25,20,5,41,37,4,31,21,10,35,28,7,34,25,9,38,33,5,26,19,7,39,35,4,"chr20_33531333"
"chr20",41999239,41999239,1,"*",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,5,17,14,3,17,12,5,14,12,2,10,7,3,14,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,0,NA,NA,NA,12,11,1,NA,NA,NA,10,10,0,NA,NA,NA,15,14,1,113,112,1,"chr20_41999239"
"chr20",45032923,45032923,1,"*",19,13,6,26,18,8,23,18,5,34,19,15,30,15,15,35,25,10,36,22,14,41,28,13,38,29,9,50,30,20,30,18,12,31,21,10,27,18,9,41,30,11,32,21,11,64,41,23,55,36,19,47,32,15,43,27,16,29,16,13,27,16,11,29,21,8,40,30,10,38,28,10,36,32,4,31,24,7,34,27,7,31,19,12,43,35,8,44,30,14,53,42,11,47,37,10,48,34,14,45,36,9,35,27,8,43,32,11,41,34,7,37,25,12,31,29,2,51,37,14,"chr20_45032923"
"chr20",48296840,48296840,1,"*",21,16,5,13,11,2,10,8,2,15,12,3,18,12,6,22,15,7,24,23,1,28,23,5,30,20,10,22,18,4,21,12,9,19,9,10,22,16,6,29,23,6,23,20,3,25,19,6,34,25,9,41,29,12,32,26,6,26,22,4,22,17,5,12,10,2,37,32,5,24,22,2,18,14,4,26,23,3,23,21,2,19,16,3,29,26,3,20,18,2,32,25,7,27,23,4,27,26,1,33,29,4,40,38,2,19,18,1,26,23,3,26,22,4,23,19,4,38,36,2,"chr20_48296840"
"chr20",49574323,49574323,1,"*",23,18,5,21,21,0,19,15,4,26,19,7,23,19,4,33,20,13,27,24,3,29,24,5,29,24,5,17,15,2,35,30,5,21,17,4,32,25,7,34,26,8,16,13,3,40,32,8,28,23,5,45,39,6,38,31,7,30,24,6,30,26,4,16,13,3,37,37,0,24,22,2,30,28,2,23,20,3,31,30,1,28,25,3,29,28,1,36,33,3,36,34,2,24,20,4,40,37,3,34,33,1,27,24,3,26,25,1,21,20,1,40,34,6,27,24,3,47,41,6,"chr20_49574323"
"chr20",50888992,50888992,1,"*",29,18,11,26,13,13,18,10,8,27,17,10,37,23,14,31,22,9,34,18,16,39,18,21,40,24,16,34,22,12,33,17,16,28,19,9,36,20,16,41,22,19,26,18,8,37,20,17,35,17,18,43,21,22,36,23,13,36,17,19,31,25,6,25,18,7,34,24,10,38,29,9,38,26,12,34,29,5,37,28,9,40,27,13,51,30,21,39,32,7,34,25,9,45,33,12,41,32,9,39,29,10,45,30,15,47,32,15,33,25,8,30,17,13,41,33,8,46,26,20,"chr20_50888992"
"chr20",54641757,54641757,1,"*",36,24,12,27,20,7,15,9,6,23,18,5,20,14,6,27,19,8,18,13,5,29,24,5,17,8,9,23,20,3,33,24,9,17,14,3,26,19,7,27,22,5,15,14,1,25,20,5,39,26,13,33,17,16,39,26,13,28,19,9,30,23,7,13,12,1,28,26,2,33,30,3,29,23,6,30,26,4,18,16,2,32,29,3,23,19,4,26,21,5,39,34,5,23,21,2,34,31,3,41,35,6,27,26,1,17,17,0,33,29,4,34,27,7,24,22,2,33,26,7,"chr20_54641757"
"chr20",61255176,61255176,1,"*",35,16,19,26,17,9,17,12,5,23,10,13,33,23,10,33,22,11,33,21,12,34,16,18,46,28,18,46,30,16,43,28,15,25,16,9,36,25,11,28,14,14,30,21,9,38,24,14,51,35,16,47,33,14,38,27,11,32,19,13,30,19,11,26,19,7,50,39,11,30,20,10,22,16,6,38,25,13,39,29,10,33,23,10,35,26,9,37,35,2,55,45,10,31,26,5,48,39,9,47,39,8,28,17,11,48,36,12,40,28,12,35,24,11,34,30,4,36,26,10,"chr20_61255176"
"chr20",63082246,63082246,1,"*",31,22,9,21,15,6,NA,NA,NA,12,11,1,NA,NA,NA,19,15,4,25,19,6,17,16,1,23,18,5,NA,NA,NA,19,18,1,20,17,3,11,11,0,14,12,2,12,12,0,11,11,0,28,24,4,31,25,6,18,15,3,26,23,3,25,24,1,18,17,1,28,27,1,14,12,2,20,19,1,24,23,1,14,14,0,11,10,1,22,21,1,23,23,0,27,27,0,17,15,2,32,31,1,31,30,1,29,27,2,19,17,2,20,20,0,31,29,2,16,15,1,18,17,1,"chr20_63082246"
"chr20",63370710,63370710,1,"*",17,2,15,18,2,16,NA,NA,NA,19,4,15,13,2,11,24,3,21,20,1,19,20,4,16,19,0,19,19,1,18,16,1,15,22,3,19,21,2,19,16,1,15,14,2,12,31,2,29,23,3,20,29,4,25,16,2,14,19,2,17,15,6,9,19,5,14,22,5,17,19,3,16,19,4,15,18,4,14,17,4,13,17,5,12,30,8,22,25,8,17,19,8,11,20,4,16,38,13,25,25,13,12,24,3,21,23,8,15,15,2,13,30,8,22,24,3,21,34,9,25,"chr20_63370710"
"chr20",63738355,63738355,1,"*",13,5,8,13,5,8,NA,NA,NA,11,1,10,NA,NA,NA,NA,NA,NA,15,4,11,NA,NA,NA,13,6,7,NA,NA,NA,15,6,9,11,7,4,14,5,9,NA,NA,NA,10,3,7,10,2,8,14,5,9,17,8,9,13,8,5,NA,NA,NA,12,4,8,19,10,9,10,5,5,18,9,9,11,6,5,15,8,7,12,8,4,12,6,6,NA,NA,NA,11,7,4,NA,NA,NA,NA,NA,NA,20,15,5,18,11,7,11,8,3,12,5,7,11,8,3,22,12,10,20,15,5,58,51,7,"chr20_63738355"
"chr21",13934866,13934866,1,"*",12,10,2,NA,NA,NA,NA,NA,NA,10,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,2,15,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,2,13,11,2,10,8,2,12,9,3,12,8,4,NA,NA,NA,10,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,11,11,0,14,12,2,10,10,0,NA,NA,NA,12,11,1,13,13,0,10,10,0,12,11,1,13,13,0,17,16,1,16,16,0,NA,NA,NA,43,42,1,"chr21_13934866"
"chr21",32751832,32751832,1,"*",43,20,23,48,33,15,33,23,10,33,22,11,31,17,14,39,27,12,38,32,6,46,37,9,49,32,17,72,54,18,51,30,21,22,18,4,39,31,8,33,24,9,90,66,24,56,39,17,61,41,20,44,27,17,35,24,11,49,36,13,27,21,6,29,25,4,41,36,5,43,30,13,44,35,9,37,29,8,59,46,13,50,39,11,44,34,10,47,41,6,40,36,4,37,31,6,42,34,8,52,42,10,47,38,9,39,32,7,52,45,7,59,44,15,33,27,6,45,36,9,"chr21_32751832"
"chr21",44874770,44874770,1,"*",10,0,10,14,3,11,NA,NA,NA,10,5,5,20,7,13,NA,NA,NA,18,5,13,NA,NA,NA,35,10,25,NA,NA,NA,19,6,13,14,4,10,14,6,8,16,3,13,NA,NA,NA,26,4,22,21,2,19,19,7,12,19,3,16,10,3,7,12,1,11,NA,NA,NA,12,4,8,NA,NA,NA,15,9,6,NA,NA,NA,NA,NA,NA,19,7,12,19,5,14,19,11,8,14,7,7,10,5,5,28,12,16,12,5,7,24,13,11,23,13,10,11,4,7,24,12,12,NA,NA,NA,45,17,28,"chr21_44874770"
"chr21",45406313,45406313,1,"*",17,6,11,12,5,7,NA,NA,NA,11,4,7,10,5,5,NA,NA,NA,13,2,11,16,8,8,16,3,13,17,9,8,11,3,8,13,9,4,18,8,10,11,7,4,15,6,9,14,8,6,17,7,10,39,12,27,19,9,10,19,8,11,16,6,10,NA,NA,NA,19,14,5,10,5,5,17,9,8,20,10,10,16,8,8,NA,NA,NA,14,8,6,22,17,5,15,10,5,12,10,2,28,23,5,22,15,7,18,10,8,19,13,6,13,10,3,23,15,8,19,10,9,49,39,10,"chr21_45406313"
"chr22",17860040,17860040,1,"*",17,12,5,21,16,5,NA,NA,NA,17,15,2,16,12,4,26,17,9,NA,NA,NA,18,14,4,15,9,6,14,10,4,15,10,5,12,11,1,19,13,6,17,12,5,15,12,3,35,31,4,22,18,4,25,18,7,29,24,5,27,21,6,26,21,5,11,11,0,14,13,1,NA,NA,NA,20,17,3,24,22,2,20,13,7,16,15,1,16,16,0,25,23,2,27,26,1,16,14,2,27,23,4,27,24,3,19,17,2,15,13,2,11,10,1,15,13,2,28,27,1,25,23,2,"chr22_17860040"
"chr22",35481026,35481026,1,"*",20,4,16,19,7,12,10,2,8,15,5,10,28,6,22,14,5,9,13,5,8,16,5,11,17,7,10,11,4,7,18,5,13,25,9,16,NA,NA,NA,15,4,11,14,5,9,17,8,9,26,9,17,31,5,26,22,8,14,14,5,9,19,8,11,20,13,7,23,9,14,22,8,14,21,13,8,14,6,8,10,3,7,17,11,6,29,13,16,19,16,3,20,6,14,17,6,11,26,14,12,27,17,10,27,13,14,24,13,11,25,14,11,27,14,13,32,16,16,36,17,19,"chr22_35481026"
"chr22",43185755,43185755,1,"*",15,4,11,18,3,15,NA,NA,NA,NA,NA,NA,19,9,10,10,3,7,20,8,12,21,8,13,11,3,8,16,6,10,16,4,12,23,4,19,15,3,12,20,4,16,NA,NA,NA,31,17,14,25,7,18,19,3,16,33,10,23,23,5,18,11,5,6,14,7,7,21,10,11,14,6,8,34,14,20,26,12,14,22,11,11,19,9,10,19,6,13,15,9,6,22,9,13,22,10,12,32,20,12,30,18,12,24,14,10,23,9,14,25,11,14,25,10,15,30,17,13,43,18,25,"chr22_43185755"
